Engine Rotation Speed,Engine Temperature,Engine Vibration,Noise,Risk
26823.77,1014.45,3.47,145.82,1
27925.86,830.53,2.5,138.84,0
19764.48,606.96,0.77,122.96,0
20185.57,581.88,1.23,129.22,0
19673.27,588.4,1.01,131.04,0
20767.24,633.67,1.06,132.72,0
20373.31,609.77,1.88,125.74,0
26525.52,922.79,2.79,148.36,1
19992.35,617.38,1.24,125.13,0
20179.17,564.1,0.75,119.38,0
20032.24,540.74,0.92,129.28,0
20192.61,1023.62,1.16,131.03,1
20024.8,612.24,3.47,137.85,1
20481.69,612.38,1.45,139.48,0
26967.61,952.79,3.34,137.45,1
27070.8,964.26,3.85,131.72,1
26883.05,944.12,3.62,137.02,1
19755.86,619.0,1.21,122.97,0
27485.71,911.14,3.14,142.89,1
27669.49,823.98,2.67,135.18,0
26437.94,953.08,2.99,144.16,1
26876.33,960.0,3.89,143.34,1
27016.51,990.41,3.73,139.96,1
27026.95,910.21,3.67,143.16,1
27821.76,810.86,2.52,138.81,0
19719.47,982.47,1.69,128.82,1
28612.32,788.5,2.75,137.68,0
19937.77,626.01,4.05,135.46,1
20478.15,669.74,1.19,132.53,0
27431.72,949.53,2.61,136.79,1
27346.61,889.17,3.23,138.34,1
27574.74,902.77,3.62,142.9,1
19502.79,607.49,0.85,128.74,0
19785.38,617.66,0.72,132.31,0
26396.99,923.42,2.64,142.72,1
26421.53,959.68,3.09,137.34,1
19731.32,614.06,4.36,131.4,1
20258.47,593.35,1.19,126.56,0
19734.03,1068.97,1.07,138.39,1
28323.02,766.75,2.7,136.45,0
20020.64,631.11,1.3,137.39,0
20463.09,657.28,0.78,132.81,0
20243.09,541.52,0.58,133.7,0
20904.65,593.46,0.95,126.74,0
27580.1,784.67,1.41,145.46,0
19817.38,549.86,1.81,132.34,0
19221.69,618.18,0.82,138.77,0
20284.94,579.72,4.3,133.73,1
27603.27,958.07,3.23,137.93,1
28174.65,791.87,2.8,135.33,0
20519.3,602.79,1.05,117.23,0
19615.15,581.1,4.68,139.7,1
27956.0,984.92,3.9,140.12,1
19134.87,640.02,1.95,130.23,0
19740.93,973.85,0.9,113.84,1
28760.43,803.05,2.54,135.09,0
19893.28,644.72,1.24,128.31,0
20508.77,586.11,4.32,140.55,1
19875.65,648.22,1.35,133.67,0
19329.96,612.97,1.0,134.84,0
27114.47,778.89,2.69,137.53,0
27768.69,813.66,2.43,132.05,0
19513.31,630.21,1.3,128.86,0
19696.52,640.05,3.59,134.54,1
19870.48,594.11,1.18,129.81,0
27304.94,948.8,3.74,146.75,1
27922.47,835.65,2.3,137.93,0
19643.58,603.19,1.12,137.52,0
20248.36,595.85,1.39,137.62,0
19597.45,605.65,1.0,128.7,0
20258.08,1021.96,0.97,127.34,1
19327.54,957.75,0.89,133.39,1
28083.17,837.09,3.12,139.27,0
27846.17,954.33,2.69,141.7,1
19110.64,644.88,1.4,129.72,0
26496.4,955.05,2.85,142.41,1
20292.95,577.9,0.78,131.09,0
20306.17,570.64,0.79,121.01,0
26050.16,946.15,3.08,144.51,1
28421.91,789.46,2.51,131.76,0
20027.86,632.83,0.69,137.65,0
19911.2,619.68,1.49,129.9,0
26997.96,948.76,3.72,129.93,1
20477.04,636.55,1.86,128.22,0
20898.84,619.23,1.03,132.86,0
19421.94,566.74,4.11,143.01,1
27153.07,943.07,3.14,149.72,1
27785.41,802.4,2.54,130.22,0
19507.5,605.96,1.18,127.1,0
20843.57,626.45,1.2,137.4,0
19913.46,600.47,0.87,122.8,0
20842.85,970.61,1.06,132.58,1
20934.3,601.04,0.96,124.26,0
19840.85,973.75,1.17,127.08,1
20150.85,605.27,0.65,125.55,0
19431.81,606.95,3.8,140.56,1
26805.3,990.67,3.49,135.46,1
20631.85,574.61,1.36,131.0,0
20302.57,591.59,3.59,137.06,1
26062.5,985.4,3.82,140.49,1
20192.03,599.02,0.58,129.55,0
19944.67,573.1,1.45,128.15,0
19169.46,615.1,0.58,128.41,0
21151.82,555.62,1.58,135.73,0
20741.95,585.93,3.85,129.93,1
20112.63,620.78,0.82,138.51,0
28514.78,788.87,2.35,131.26,0
28119.28,865.01,2.23,134.9,0
19722.23,606.13,0.84,128.02,0
20261.86,618.17,3.87,127.52,1
20648.03,566.79,1.09,129.24,0
19972.05,987.64,1.26,129.35,1
19842.78,639.77,3.95,130.14,1
19834.11,944.14,1.29,124.42,1
19648.97,590.17,1.08,122.68,0
20661.67,989.01,1.27,129.79,1
19884.53,620.89,1.75,135.63,0
19902.61,590.84,4.09,131.88,1
27800.65,802.32,2.86,136.28,0
28520.01,811.82,2.46,139.64,0
27512.97,741.45,2.64,134.45,0
20156.03,1015.75,0.82,120.44,1
20268.99,571.41,3.75,135.31,1
27472.94,982.21,3.31,138.51,1
19644.34,1007.85,1.59,131.41,1
26201.19,994.7,4.12,147.71,1
27583.61,997.65,3.29,144.01,1
20340.95,655.4,1.38,128.2,0
26684.77,999.11,3.27,143.68,1
27190.62,948.78,3.47,141.29,1
19961.57,1029.4,0.99,139.32,1
20137.02,982.02,1.17,136.82,1
28359.21,806.69,2.5,128.0,0
19792.45,621.15,4.07,135.28,1
20115.04,614.93,1.4,132.11,0
20083.07,955.51,1.3,124.82,1
21138.54,562.96,0.89,127.8,0
27742.74,888.58,3.43,133.34,1
28157.38,768.46,2.22,134.88,0
20605.71,974.84,1.05,134.36,1
19278.2,585.51,1.18,131.22,0
20414.03,632.13,0.58,129.89,0
19827.68,580.91,3.77,138.22,1
20626.08,596.31,3.89,133.27,1
19595.75,584.95,1.47,131.64,0
26922.68,895.6,3.49,140.51,1
20001.6,584.25,3.72,132.24,1
26562.11,796.45,2.5,122.59,0
27131.64,810.15,2.54,127.42,0
19850.92,969.24,1.18,122.97,1
27860.02,803.38,2.28,128.62,0
19681.31,635.67,1.63,127.15,0
20585.1,604.03,1.22,132.77,0
27978.87,794.42,2.13,138.93,0
27793.23,774.42,2.68,134.28,0
20412.71,624.41,1.59,130.11,0
27608.91,786.18,2.15,125.94,0
19400.14,620.97,1.08,133.92,0
20084.85,614.46,3.77,130.89,1
20271.21,965.73,1.67,134.96,1
19838.66,592.48,1.6,132.78,0
20314.76,575.87,1.47,126.84,0
20530.4,1016.99,0.89,124.57,1
20165.99,605.71,1.41,127.82,0
29058.87,763.26,2.81,130.03,0
27839.92,783.79,2.22,131.86,0
28474.63,786.09,2.9,139.69,0
28911.23,771.6,3.03,135.16,0
27683.19,927.87,3.71,143.71,1
28377.04,795.25,3.06,134.98,0
27073.65,929.59,3.68,142.55,1
27761.33,782.1,1.79,138.5,0
19613.93,619.6,3.68,141.67,1
19819.98,578.16,1.31,131.56,0
26998.88,917.98,3.12,134.97,1
26788.15,935.33,3.34,142.33,1
25965.81,952.68,3.37,140.04,1
20399.53,990.18,1.03,134.97,1
28569.46,733.22,2.26,132.65,0
21201.71,598.27,1.26,135.25,0
20343.88,629.86,4.24,133.47,1
27123.64,976.6,3.06,135.38,1
20657.91,1009.4,1.22,132.37,1
20836.73,640.21,0.81,134.15,0
27667.43,838.82,2.55,144.24,0
19463.15,1003.75,0.99,138.97,1
20378.39,618.37,0.89,128.78,0
26980.78,768.31,2.55,136.65,0
19240.54,521.08,1.32,129.53,0
27996.02,1005.02,3.24,142.79,1
20277.76,572.44,1.07,128.52,0
19532.28,632.58,1.04,134.04,0
28449.8,827.46,2.43,127.46,0
19742.61,607.31,1.18,135.64,0
21159.66,611.8,1.26,128.45,0
28083.48,843.82,2.32,135.53,0
20162.03,565.57,1.23,115.04,0
28314.47,796.19,2.59,134.81,0
27365.04,835.88,2.32,133.31,0
26744.89,798.84,2.51,138.62,0
19701.69,662.94,1.04,130.16,0
21028.29,585.87,4.2,138.85,1
19448.41,624.62,1.26,127.9,0
19494.7,584.54,1.66,133.32,0
20548.74,954.84,0.65,139.34,1
28642.46,785.78,2.51,124.78,0
19502.43,594.55,0.55,130.89,0
20031.69,968.15,0.93,133.51,1
27626.17,984.09,3.53,137.74,1
19832.11,650.07,1.12,122.48,0
19712.95,616.09,1.51,127.96,0
20130.22,583.83,0.9,120.19,0
19412.2,573.15,1.38,125.26,0
19253.41,984.94,1.28,129.49,1
19699.68,591.25,1.02,139.26,0
20007.81,627.07,0.93,137.6,0
27655.96,794.04,2.2,133.95,0
20154.64,593.62,4.07,138.36,1
19888.76,661.41,1.0,127.98,0
20562.06,628.43,0.97,132.04,0
27340.4,742.06,2.16,146.97,0
19696.75,613.68,1.06,126.53,0
29128.38,804.82,2.33,148.35,0
27240.79,849.56,2.66,141.8,0
27608.08,789.36,2.46,134.95,0
19878.67,677.41,4.16,125.96,1
19830.44,611.1,1.16,132.29,0
26524.52,970.88,3.35,134.88,1
27322.16,954.39,3.66,136.0,1
20538.65,989.46,1.1,132.83,1
19418.64,595.15,3.86,142.12,1
20250.33,601.49,1.2,126.7,0
19814.61,597.83,4.02,135.64,1
28154.34,813.99,2.47,135.1,0
19574.23,600.19,0.74,135.75,0
20275.03,570.95,1.23,123.33,0
19892.08,634.14,3.89,136.14,1
20611.36,939.94,1.54,140.3,1
28123.17,778.75,2.42,129.32,0
19313.57,610.54,0.61,130.23,0
20699.68,627.74,1.22,126.77,0
19758.26,599.15,3.79,134.78,1
20268.25,573.05,1.21,129.95,0
20732.92,632.78,4.16,132.76,1
19588.03,578.43,1.81,130.0,0
19903.42,930.65,1.21,130.36,1
28143.61,740.62,2.71,138.62,0
20277.32,941.28,1.43,134.61,1
19274.92,593.97,3.93,140.24,1
20369.23,605.14,1.17,128.49,0
20376.67,611.43,1.59,133.37,0
20028.32,615.89,1.18,132.43,0
26687.04,920.65,3.54,137.91,1
19721.94,596.1,1.7,125.29,0
27147.61,929.62,3.5,138.8,1
26398.04,956.76,3.69,138.5,1
19778.36,573.46,1.15,138.56,0
19286.68,1004.97,1.24,133.18,1
20797.25,574.59,0.9,119.23,0
27900.04,822.29,1.88,135.21,0
27556.32,947.87,3.53,138.61,1
26355.26,951.75,3.77,142.11,1
19531.75,579.97,1.29,129.06,0
19468.88,595.92,4.09,141.77,1
26933.41,862.99,2.33,130.33,0
19440.88,624.66,4.5,134.99,1
19679.93,1005.24,0.99,131.13,1
19704.06,1028.23,1.17,128.09,1
20036.34,587.66,1.17,129.81,0
20256.55,592.21,1.42,133.08,0
20551.35,995.33,1.04,134.02,1
20016.86,608.06,0.87,135.98,0
20892.28,595.04,3.6,132.49,1
26313.96,985.4,3.72,146.27,1
27481.25,984.97,3.48,138.9,1
27825.29,931.12,3.49,140.17,1
28153.39,736.01,2.19,135.85,0
28361.25,790.5,2.92,130.91,0
20923.32,567.9,0.74,126.54,0
28747.37,759.22,2.32,139.54,0
27782.4,773.76,2.88,133.14,0
27329.43,845.84,2.86,137.16,0
19457.41,638.06,3.17,134.56,1
19942.6,617.0,1.0,129.76,0
20168.98,582.23,1.49,130.0,0
20554.09,568.8,1.38,124.73,0
20613.52,552.58,1.57,141.16,0
28500.94,800.0,1.98,133.21,0
27885.82,806.95,2.84,138.95,0
20267.41,636.87,1.01,132.29,0
20243.65,632.16,0.94,131.74,0
26981.71,897.87,3.51,146.05,1
28018.61,954.41,3.65,141.01,1
19606.14,996.79,1.79,131.68,1
19621.82,557.33,1.01,124.59,0
27390.68,951.57,3.81,138.99,1
21037.04,572.42,0.44,128.57,0
19773.38,643.57,1.3,131.5,0
20272.89,534.85,1.2,130.79,0
19855.73,576.49,1.72,125.72,0
20806.11,626.91,1.12,125.54,0
27924.02,979.72,3.46,143.64,1
27032.89,999.89,3.45,138.78,1
19555.08,961.18,1.28,133.49,1
27228.12,858.66,3.81,147.18,1
28512.39,827.27,2.2,129.71,0
20175.32,614.68,1.39,135.55,0
27806.49,971.88,3.48,146.89,1
20061.95,1008.45,1.56,122.55,1
28267.83,766.94,2.61,128.38,0
20422.64,1008.11,1.65,127.29,1
20353.04,592.72,0.89,136.15,0
28980.55,750.2,2.75,138.72,0
20609.1,631.72,1.46,128.42,0
19663.25,608.37,0.95,140.73,0
18626.25,585.01,1.04,136.94,0
20376.02,600.62,4.0,132.21,1
20361.19,588.82,1.72,128.0,0
19315.27,1042.94,0.97,128.88,1
20249.93,558.02,1.31,119.5,0
19990.23,578.59,3.84,137.14,1
19983.04,552.16,1.33,127.11,0
19334.65,534.66,0.99,130.81,0
28650.56,784.11,2.29,126.02,0
19882.92,592.98,1.67,133.84,0
20423.39,536.18,1.17,126.99,0
20062.19,1037.94,1.27,122.92,1
19395.76,1002.36,0.87,132.17,1
20467.33,1001.1,0.86,129.79,1
19089.7,608.1,0.63,129.66,0
28856.15,796.14,2.21,138.79,0
27123.45,916.24,3.17,142.81,1
27953.08,824.08,2.3,124.02,0
19405.38,631.62,1.37,126.48,0
28899.87,783.52,2.24,136.48,0
27588.27,932.49,3.17,140.15,1
19741.36,642.28,1.89,128.19,0
20161.04,599.67,0.96,134.12,0
19958.74,938.84,0.95,131.68,1
19963.01,597.73,1.79,123.07,0
27600.97,950.26,3.52,138.67,1
19828.66,588.86,0.78,126.11,0
19947.83,611.8,0.98,130.91,0
27923.93,985.72,3.44,137.98,1
19444.21,598.93,1.04,122.16,0
20311.38,624.7,3.41,132.93,1
19046.1,574.19,1.08,139.44,0
28274.44,788.18,2.85,137.23,0
28021.71,759.93,2.16,135.08,0
19829.83,983.23,1.34,126.03,1
29027.4,834.47,2.55,136.0,0
20053.72,611.62,1.3,136.42,0
19765.26,616.28,1.06,127.67,0
26544.1,756.66,2.73,145.1,0
19899.25,599.8,1.38,133.34,0
27882.01,785.3,1.73,136.93,0
20278.28,559.94,1.35,122.26,0
19878.3,603.46,4.39,138.23,1
28084.69,776.73,2.63,134.92,0
19920.43,578.51,3.81,129.6,1
20512.39,1025.06,0.9,123.89,1
20206.69,991.64,1.4,131.57,1
19583.82,614.14,1.03,133.16,0
28425.67,790.48,2.91,139.57,0
20702.16,997.36,1.48,121.42,1
20259.44,614.87,1.2,132.07,0
19930.2,618.2,4.07,127.91,1
27783.08,805.87,2.26,141.08,0
26365.35,996.08,3.47,141.5,1
28461.09,796.11,2.81,142.69,0
19663.1,628.73,0.39,129.25,0
28299.82,838.15,2.46,129.42,0
26943.42,933.34,3.2,143.71,1
20147.62,592.85,1.08,139.09,0
20481.94,666.32,1.03,123.15,0
20053.53,589.65,1.41,126.94,0
18814.17,661.26,1.29,126.12,0
27266.85,994.79,3.38,147.4,1
26971.08,983.83,3.53,136.03,1
19834.61,584.7,1.24,133.85,0
28074.03,780.71,2.58,133.35,0
27214.38,973.11,4.16,144.78,1
20357.69,621.55,1.33,130.1,0
27904.0,781.99,2.27,132.56,0
28100.41,771.26,2.7,136.65,0
26982.45,924.38,3.89,140.28,1
20413.56,604.74,0.82,131.06,0
20028.51,608.06,1.66,132.54,0
20060.74,999.42,1.17,130.05,1
26636.61,923.67,3.6,133.33,1
28220.61,963.11,3.53,142.38,1
27787.07,939.62,3.25,144.48,1
27243.61,973.02,3.54,141.65,1
20261.26,970.41,0.89,125.93,1
27674.02,797.0,2.94,137.54,0
26312.18,935.79,4.38,143.62,1
28581.49,795.41,2.71,133.03,0
19315.84,659.62,1.47,130.53,0
20790.17,1017.5,1.52,129.6,1
27462.64,955.06,3.7,139.81,1
19937.41,625.41,1.17,128.08,0
28232.25,797.5,3.01,141.16,0
20590.95,614.43,1.14,127.36,0
27958.93,854.44,2.53,143.27,0
26570.19,923.28,2.87,146.7,1
21621.55,669.24,1.15,129.47,0
19327.49,574.17,1.61,135.1,0
19778.48,585.62,1.29,132.32,0
20779.59,598.54,3.63,129.29,1
27333.53,903.65,3.39,141.48,1
19597.62,646.75,4.24,137.6,1
19709.11,564.78,1.14,140.34,0
20322.74,664.9,1.11,131.1,0
19536.53,598.21,0.23,124.88,0
19773.85,527.28,0.72,133.8,0
20936.65,632.4,1.07,136.41,0
19588.57,689.09,4.44,131.02,1
20319.48,968.75,1.07,122.61,1
20927.75,606.73,1.1,121.94,0
19755.58,566.41,1.24,121.16,0
20159.42,550.24,4.23,129.44,1
19574.61,968.14,1.06,131.21,1
27300.33,805.44,2.1,135.83,0
20094.79,630.03,0.39,133.39,0
19696.06,583.83,1.04,134.17,0
20101.46,554.53,1.66,138.98,0
27023.65,970.84,3.37,145.36,1
20008.92,601.13,3.64,130.05,1
20302.7,1004.18,1.36,124.63,1
21206.31,623.54,1.19,128.69,0
20204.91,592.76,1.4,139.5,0
27265.17,959.13,3.18,143.12,1
19955.86,677.39,0.96,138.2,0
26422.27,971.75,3.96,149.51,1
19990.83,596.48,3.97,134.42,1
20067.93,598.42,1.16,130.22,0
20258.83,578.23,1.26,126.22,0
19476.54,616.1,1.56,133.59,0
27513.58,974.25,3.46,147.57,1
19756.18,556.91,1.41,133.58,0
27800.05,995.85,3.73,138.74,1
19828.4,537.43,1.49,131.49,0
20532.59,643.58,0.93,125.82,0
27790.06,737.75,3.07,130.31,0
27567.91,800.38,2.51,131.89,0
26862.68,936.28,3.29,142.34,1
27090.15,925.55,3.06,149.03,1
19701.84,615.86,4.16,140.79,1
28350.25,777.36,2.65,136.38,0
27015.24,923.08,3.3,137.25,1
19671.58,957.65,1.31,124.8,1
27192.87,971.08,3.57,136.67,1
19716.1,1005.38,1.29,130.22,1
19758.63,571.4,1.24,138.12,0
28273.76,821.77,2.93,140.38,0
19858.94,971.07,0.94,133.46,1
27018.32,782.74,2.21,137.33,0
19688.98,617.48,1.35,135.35,0
19920.85,594.48,0.95,129.93,0
20950.6,598.18,0.99,122.43,0
26368.57,913.11,3.53,137.5,1
19686.52,654.37,1.41,127.19,0
20874.79,641.44,0.81,133.45,0
26109.69,995.08,3.73,137.58,1
20219.75,623.37,1.34,138.37,0
20006.25,686.05,0.7,135.29,0
26377.76,963.49,3.29,137.31,1
27982.12,791.48,2.66,138.02,0
19455.24,556.96,4.03,132.29,1
21467.83,567.8,1.07,132.08,0
27727.19,814.45,2.55,127.66,0
20128.78,597.77,0.62,129.87,0
28252.16,811.57,2.47,135.24,0
20044.33,605.92,1.01,128.42,0
19242.76,609.65,1.73,130.09,0
20475.77,569.37,1.34,128.66,0
20053.04,621.23,3.8,135.85,1
27351.57,1024.95,3.43,132.97,1
26110.28,934.01,3.27,139.61,1
19632.91,602.46,1.34,137.28,0
27464.62,828.98,2.67,125.07,0
27955.87,793.89,2.12,133.91,0
28755.64,760.62,2.81,139.11,0
19725.22,625.79,1.08,129.77,0
20154.7,648.37,4.36,132.72,1
27291.5,817.44,2.03,135.76,0
20217.47,588.18,1.36,131.53,0
27931.42,823.62,2.78,128.09,0
19927.08,571.04,4.01,141.93,1
20583.19,615.93,0.55,127.35,0
27109.19,988.67,3.46,133.4,1
19660.75,980.84,1.02,130.55,1
28393.01,765.52,2.66,130.61,0
26883.2,956.06,3.35,134.92,1
27981.05,838.44,2.51,126.77,0
27162.38,967.42,3.86,139.88,1
19481.47,619.96,0.96,125.25,0
27364.91,991.76,3.51,141.58,1
20147.29,580.59,3.81,127.8,1
20238.79,572.48,3.89,135.16,1
19800.05,608.08,1.19,130.91,0
28590.91,785.15,2.21,135.41,0
19317.09,595.53,1.35,138.98,0
27553.39,962.44,3.21,130.34,1
20308.71,969.8,1.47,136.99,1
19808.59,596.29,1.08,124.08,0
19497.93,576.97,1.19,131.17,0
20136.51,537.76,1.17,130.08,0
20349.11,611.8,1.47,133.18,0
19847.83,980.61,1.39,139.93,1
19171.69,584.27,0.98,133.61,0
27887.85,797.92,2.51,135.69,0
19978.57,602.23,3.73,139.95,1
20000.27,609.09,3.97,128.03,1
19563.61,962.4,0.76,127.45,1
26619.21,940.82,3.54,136.48,1
26782.11,924.76,3.36,139.78,1
19777.25,643.6,1.67,127.39,0
20100.28,634.46,0.9,130.31,0
19910.45,611.87,1.41,133.67,0
26865.82,952.44,3.65,141.34,1
19608.37,590.34,1.44,123.85,0
20351.63,936.79,0.02,131.42,1
27888.03,797.6,2.58,136.33,0
27171.46,987.3,3.27,136.74,1
28066.88,831.85,2.74,134.82,0
20096.31,595.68,3.97,135.91,1
19290.28,964.28,1.26,131.63,1
28221.15,746.33,2.28,126.08,0
19815.97,587.77,3.82,138.94,1
28691.22,759.67,2.76,131.68,0
19066.88,577.19,4.52,127.54,1
19696.26,587.87,0.99,122.84,0
19376.72,941.07,0.98,134.04,1
19801.23,948.46,1.5,126.12,1
27806.51,826.71,3.26,133.21,0
28872.25,798.16,2.0,137.41,0
26633.54,927.79,4.14,144.89,1
19521.78,614.17,1.65,131.78,0
19553.61,615.41,1.21,120.16,0
20892.39,600.4,1.13,125.36,0
19906.78,975.62,1.32,128.66,1
26357.81,994.28,3.65,138.85,1
20200.24,603.93,1.18,124.02,0
19264.76,562.12,0.97,130.39,0
19778.37,591.34,1.17,130.42,0
27384.52,934.18,3.5,141.99,1
26785.84,949.69,3.16,145.15,1
28222.43,798.85,2.9,136.87,0
27309.54,938.73,3.3,146.35,1
20104.74,570.46,1.2,133.92,0
28096.0,847.77,2.44,131.96,0
28595.35,805.9,2.6,140.91,0
20160.03,950.54,1.5,127.33,1
27829.99,797.75,2.51,133.48,0
20456.79,575.9,1.65,128.64,0
19913.6,623.16,1.33,126.33,0
19972.61,572.33,1.2,122.61,0
28213.49,780.36,2.53,140.54,0
19840.47,576.12,1.52,130.11,0
19990.93,998.8,1.35,128.49,1
19751.53,594.52,0.9,129.82,0
20544.81,979.22,1.42,125.7,1
27555.46,904.98,3.4,146.68,1
28463.82,781.09,2.61,135.84,0
27635.21,787.75,2.29,138.42,0
20336.43,617.75,1.09,127.13,0
19911.61,553.54,1.05,128.58,0
19559.09,582.26,4.46,131.86,1
27118.11,921.83,3.38,138.97,1
27057.24,946.74,3.75,139.48,1
19841.85,634.76,4.15,127.05,1
19434.9,672.35,1.65,133.01,0
20312.75,626.56,1.02,130.62,0
20343.39,970.75,1.03,132.96,1
27529.09,964.12,3.5,135.1,1
20541.35,585.87,1.17,136.63,0
26263.82,972.02,3.33,138.32,1
26724.71,965.29,3.26,147.5,1
20071.71,626.15,0.82,122.34,0
20376.24,972.36,1.53,131.91,1
27497.18,977.07,3.35,142.72,1
19741.19,606.71,1.2,135.94,0
28300.62,855.86,2.44,133.72,0
28252.08,814.3,2.08,134.39,0
27544.11,807.78,2.31,133.62,0
19213.88,980.78,1.32,130.37,1
20149.38,577.45,1.07,135.74,0
20218.28,627.12,0.49,124.95,0
20397.38,1050.19,1.57,137.89,1
19281.82,1006.5,0.96,129.91,1
19934.54,633.85,0.94,125.97,0
27452.48,943.23,3.93,136.48,1
20503.58,615.54,1.21,128.48,0
20157.76,988.56,1.28,130.9,1
19774.97,618.69,0.88,129.29,0
19211.39,964.49,0.71,128.7,1
27984.7,806.74,2.92,137.37,0
19568.41,1051.2,1.8,129.51,1
20905.78,1007.37,0.45,136.08,1
19006.34,573.85,3.54,136.92,1
20020.46,569.93,1.42,127.43,0
20592.58,1016.95,0.99,131.71,1
26979.38,1014.77,3.53,138.1,1
21028.91,556.85,1.05,129.37,0
19908.55,641.25,1.01,126.0,0
19284.58,585.7,1.11,128.21,0
27416.58,931.09,3.76,126.46,1
19705.44,571.93,1.15,125.44,0
27479.0,969.91,3.19,141.91,1
19359.25,577.54,4.2,148.01,1
19842.7,645.91,3.81,124.87,1
20335.24,567.84,0.73,134.09,0
20089.95,641.76,1.48,122.15,0
20261.61,563.39,0.59,115.84,0
28950.42,810.23,2.39,133.76,0
19511.79,629.26,4.13,143.74,1
28131.63,799.91,2.18,124.09,0
28235.43,829.64,2.63,131.8,0
19642.35,620.39,0.98,131.08,0
27469.48,948.08,3.12,135.01,1
27392.59,896.67,3.71,138.83,1
20482.08,590.84,0.68,139.76,0
20725.57,628.78,1.85,126.16,0
19535.43,565.98,1.1,127.07,0
20507.7,954.85,1.51,126.76,1
19284.44,597.9,3.9,130.79,1
20322.26,627.85,1.05,124.23,0
28732.1,835.54,2.65,136.45,0
20391.44,587.07,1.32,132.75,0
20787.86,600.56,4.4,132.24,1
19321.53,606.69,1.37,133.4,0
28011.69,830.82,2.14,143.17,0
26833.26,976.56,3.76,135.27,1
27140.02,869.76,2.97,139.11,1
20594.3,655.48,1.45,135.81,0
20395.93,582.88,1.46,123.85,0
28099.04,814.38,2.34,138.89,0
28757.97,757.21,1.88,129.24,0
28462.41,834.43,2.75,139.73,0
28184.64,991.86,3.57,141.51,1
19084.43,563.15,0.58,129.57,0
27387.89,759.27,2.98,137.71,0
19919.55,564.35,4.06,140.14,1
19861.23,638.74,1.33,136.55,0
27626.39,774.61,2.87,132.69,0
26587.08,1005.39,4.08,141.28,1
20457.83,1025.59,0.9,127.55,1
19973.05,570.53,1.54,141.6,0
28666.97,778.59,2.6,133.87,0
20055.61,590.18,4.15,138.82,1
28081.04,825.87,2.01,137.25,0
19464.57,657.34,0.82,130.95,0
19968.68,607.24,1.23,133.99,0
19701.24,642.67,1.72,134.89,0
19597.41,632.31,0.55,124.03,0
27433.03,802.41,3.16,138.16,0
28358.44,743.24,2.46,143.85,0
26537.46,936.49,3.52,145.97,1
28841.44,755.39,2.72,134.49,0
27780.19,806.0,2.79,128.88,0
20489.21,615.66,0.87,128.35,0
19997.2,620.06,0.87,128.06,0
27772.17,822.11,2.43,139.62,0
27369.97,1000.39,3.6,149.59,1
19965.78,600.86,1.14,136.06,0
19902.55,634.01,1.38,115.3,0
19618.37,545.85,0.71,130.24,0
28027.6,772.1,1.61,141.75,0
20036.6,595.49,1.56,129.58,0
20098.07,572.88,0.74,131.29,0
27520.01,810.96,2.17,137.68,0
20731.1,613.46,1.49,128.81,0
20449.36,581.77,3.96,138.93,1
20247.35,611.5,1.08,135.03,0
20809.39,612.47,0.83,136.82,0
27318.45,935.75,3.34,143.2,1
27731.13,941.29,3.82,147.14,1
19383.73,579.47,1.34,140.49,0
27250.46,920.53,3.98,146.12,1
20548.65,553.03,0.3,132.86,0
27299.5,975.6,3.35,141.42,1
20051.24,585.52,0.67,118.85,0
20190.03,617.13,3.77,142.6,1
20060.15,615.43,1.41,124.38,0
19967.96,616.09,0.54,129.19,0
27015.53,945.15,3.6,143.75,1
20112.17,627.12,1.11,136.56,0
19905.9,596.89,1.14,134.85,0
19692.84,578.71,1.49,123.14,0
20295.37,593.4,1.22,128.14,0
28123.09,772.45,2.05,128.68,0
25816.26,960.61,3.21,140.82,1
19747.91,597.55,1.3,127.56,0
19310.34,578.07,1.19,138.97,0
27789.51,802.7,2.49,130.79,0
20222.1,633.04,1.34,136.73,0
27438.77,960.55,3.67,141.91,1
19423.26,588.9,3.0,132.05,1
26881.1,963.99,3.66,134.6,1
29240.33,785.09,2.47,128.34,0
26908.92,958.44,3.42,142.93,1
20132.68,582.52,0.47,129.33,0
26256.07,916.24,3.62,134.13,1
19410.48,635.63,1.06,131.01,0
27265.34,930.1,3.51,138.43,1
19670.94,590.89,0.8,125.9,0
19703.6,599.3,3.29,129.49,1
20250.12,583.99,1.57,125.62,0
27108.6,936.06,3.15,142.34,1
20159.96,596.69,3.94,142.05,1
20600.27,604.21,0.61,124.41,0
28006.41,764.95,2.26,133.59,0
20496.89,641.22,0.94,132.38,0
20275.84,656.91,4.49,137.21,1
28297.66,757.82,2.41,138.09,0
19694.57,615.13,0.73,124.1,0
27829.4,869.12,2.61,136.84,0
27902.96,838.35,2.08,132.02,0
28432.61,922.94,4.35,138.23,1
27686.14,954.26,3.3,143.31,1
26809.62,911.92,3.45,143.0,1
20112.88,600.53,0.91,136.52,0
20737.24,1002.26,0.99,121.91,1
19590.14,610.09,4.09,136.97,1
27697.66,737.39,2.41,129.56,0
20023.32,974.37,0.95,128.83,1
27515.83,907.73,3.63,144.25,1
26908.23,946.55,3.06,145.76,1
26784.27,886.4,3.28,138.45,1
26581.3,886.79,3.07,140.89,1
27271.57,781.26,2.64,130.73,0
19751.56,602.22,4.73,136.51,1
